Country,Date,value
Guinea,10/9/15,453
Guinea,10/9/15,2534
Sierra Leone,10/9/15,158
Sierra Leone,10/9/15,3589
Liberia,10/9/15,4806
Sierra Leone,10/9/15,208
Liberia 2,10/9/15,0
Liberia 2,10/9/15,6
Liberia 2,10/9/15,6
Liberia 2,10/9/15,2
Liberia 2,10/9/15,2
Italy,10/9/15,1
Italy,10/9/15,0
Italy,10/9/15,0
Italy,10/9/15,0
Italy,10/9/15,1
United Kingdom,10/9/15,1
United Kingdom,10/9/15,0
United Kingdom,10/9/15,0
United Kingdom,10/9/15,0
United Kingdom,10/9/15,1
Mali,10/9/15,7
Mali,10/9/15,1
Mali,10/9/15,0
Mali,10/9/15,6
Mali,10/9/15,8
Nigeria,10/9/15,19
Nigeria,10/9/15,1
Nigeria,10/9/15,0
Nigeria,10/9/15,20
Senegal,10/9/15,1
Senegal,10/9/15,0
Senegal,10/9/15,0
Senegal,10/9/15,1
Spain,10/9/15,1
Spain,10/9/15,0
Spain,10/9/15,0
Spain,10/9/15,1
United States of America,10/9/15,4
United States of America,10/9/15,0
United States of America,10/9/15,0
United States of America,10/9/15,4
Nigeria,10/9/15,7
Nigeria,10/9/15,1
Nigeria,10/9/15,0
Nigeria,10/9/15,8
Senegal,10/9/15,0
Senegal,10/9/15,0
Senegal,10/9/15,0
Senegal,10/9/15,0
Spain,10/9/15,0
Spain,10/9/15,0
Spain,10/9/15,0
Spain,10/9/15,0
United States of America,10/9/15,1
United States of America,10/9/15,0
United States of America,10/9/15,0
United States of America,10/9/15,1
Liberia,10/13/15,10666
Sierra Leone,10/13/15,8704
Liberia,10/13/15,3151
Sierra Leone,10/13/15,287
Sierra Leone,10/13/15,4991
Sierra Leone,10/13/15,13982
Liberia,10/13/15,1879
Guinea,10/13/15,2081
Sierra Leone,10/13/15,3955
Guinea,10/13/15,3
Liberia,10/13/15,4806
Sierra Leone,10/13/15,208
Sierra Leone,10/13/15,158
Liberia,10/13/15,5636
Guinea,10/13/15,453
Sierra Leone,10/13/15,3589
Guinea,10/13/15,2534
Guinea,10/13/15,453
Guinea,10/13/15,3800
Guinea,10/13/15,3344
Liberia 2,10/13/15,2
Liberia 2,10/13/15,2
Liberia 2,10/13/15,6
Liberia 2,10/13/15,0
Liberia 2,10/13/15,6
Italy,10/13/15,1
Italy,10/13/15,0
Italy,10/13/15,0
Italy,10/13/15,0
Italy,10/13/15,1
United Kingdom,10/13/15,1
United Kingdom,10/13/15,0
United Kingdom,10/13/15,0
United Kingdom,10/13/15,0
United Kingdom,10/13/15,1
Mali,10/13/15,7
Mali,10/13/15,1
Mali,10/13/15,0
Mali,10/13/15,6
Mali,10/13/15,8
Nigeria,10/13/15,19
Nigeria,10/13/15,1
Nigeria,10/13/15,0
Nigeria,10/13/15,20
Senegal,10/13/15,1
Senegal,10/13/15,0
Senegal,10/13/15,0
Senegal,10/13/15,1
Spain,10/13/15,1
Spain,10/13/15,0
Spain,10/13/15,0
Spain,10/13/15,1
United States of America,10/13/15,4
United States of America,10/13/15,0
United States of America,10/13/15,0
United States of America,10/13/15,4
Nigeria,10/13/15,7
Nigeria,10/13/15,1
Nigeria,10/13/15,0
Nigeria,10/13/15,8
Senegal,10/13/15,0
Senegal,10/13/15,0
Senegal,10/13/15,0
Senegal,10/13/15,0
Spain,10/13/15,0
Spain,10/13/15,0
Spain,10/13/15,0
Spain,10/13/15,0
United States of America,10/13/15,1
United States of America,10/13/15,0
United States of America,10/13/15,0
United States of America,10/13/15,1
Liberia,10/15/15,10666
Liberia,10/15/15,3151
Liberia,10/15/15,1879
Sierra Leone,10/15/15,13992
Sierra Leone,10/15/15,8704
Sierra Leone,10/15/15,287
Sierra Leone,10/15/15,5001
Guinea,10/15/15,4
Guinea,10/15/15,2081
Liberia,10/15/15,4806
Sierra Leone,10/15/15,3955
Sierra Leone,10/15/15,208
Guinea,10/15/15,2534
Guinea,10/15/15,453
Liberia,10/15/15,5636
Sierra Leone,10/15/15,3589
Sierra Leone,10/15/15,158
Guinea,10/15/15,3802
Guinea,10/15/15,3345
Guinea,10/15/15,453
Liberia 2,10/15/15,2
Liberia 2,10/15/15,2
Liberia 2,10/15/15,6
Liberia 2,10/15/15,6
Liberia 2,10/15/15,0
Italy,10/15/15,1
Italy,10/15/15,0
Italy,10/15/15,0
Italy,10/15/15,0
Italy,10/15/15,1
United Kingdom,10/15/15,1
United Kingdom,10/15/15,0
United Kingdom,10/15/15,0
United Kingdom,10/15/15,0
United Kingdom,10/15/15,1
Mali,10/15/15,7
Mali,10/15/15,1
Mali,10/15/15,0
Mali,10/15/15,6
Mali,10/15/15,8
Nigeria,10/15/15,19
Nigeria,10/15/15,1
Nigeria,10/15/15,0
Nigeria,10/15/15,20
Senegal,10/15/15,1
Senegal,10/15/15,0
Senegal,10/15/15,0
Senegal,10/15/15,1
Spain,10/15/15,1
Spain,10/15/15,0
Spain,10/15/15,0
Spain,10/15/15,1
United States of America,10/15/15,4
United States of America,10/15/15,0
United States of America,10/15/15,0
United States of America,10/15/15,4
Nigeria,10/15/15,7
Nigeria,10/15/15,1
Nigeria,10/15/15,0
Nigeria,10/15/15,8
Senegal,10/15/15,0
Senegal,10/15/15,0
Senegal,10/15/15,0
Senegal,10/15/15,0
Spain,10/15/15,0
Spain,10/15/15,0
Spain,10/15/15,0
Spain,10/15/15,0
United States of America,10/15/15,1
United States of America,10/15/15,0
United States of America,10/15/15,0
United States of America,10/15/15,1
Guinea,10/16/15,2082
Sierra Leone,10/16/15,208
Guinea,10/16/15,453
Liberia,10/16/15,10666
Sierra Leone,10/16/15,13992
Sierra Leone,10/16/15,158
Liberia,10/16/15,3151
Liberia,10/16/15,1879
Liberia,10/16/15,5636
Liberia,10/16/15,4806
Sierra Leone,10/16/15,8704
Sierra Leone,10/16/15,287
Sierra Leone,10/16/15,5001
Sierra Leone,10/16/15,3955
Sierra Leone,10/16/15,3589
Guinea,10/16/15,3804
Guinea,10/16/15,3346
Guinea,10/16/15,453
Guinea,10/16/15,5
Guinea,10/16/15,2535
Liberia 2,10/16/15,6
Liberia 2,10/16/15,2
Liberia 2,10/16/15,6
Liberia 2,10/16/15,0
Liberia 2,10/16/15,2
Italy,10/16/15,1
Italy,10/16/15,0
Italy,10/16/15,0
Italy,10/16/15,0
Italy,10/16/15,1
United Kingdom,10/16/15,1
United Kingdom,10/16/15,0
United Kingdom,10/16/15,0
United Kingdom,10/16/15,0
United Kingdom,10/16/15,1
Mali,10/16/15,7
Mali,10/16/15,1
Mali,10/16/15,0
Mali,10/16/15,6
Mali,10/16/15,8
Nigeria,10/16/15,19
Nigeria,10/16/15,1
Nigeria,10/16/15,0
Nigeria,10/16/15,20
Senegal,10/16/15,1
Senegal,10/16/15,0
Senegal,10/16/15,0
Senegal,10/16/15,1
Spain,10/16/15,1
Spain,10/16/15,0
Spain,10/16/15,0
Spain,10/16/15,1
United States of America,10/16/15,4
United States of America,10/16/15,0
United States of America,10/16/15,0
United States of America,10/16/15,4
Nigeria,10/16/15,7
Nigeria,10/16/15,1
Nigeria,10/16/15,0
Nigeria,10/16/15,8
Senegal,10/16/15,0
Senegal,10/16/15,0
Senegal,10/16/15,0
Senegal,10/16/15,0
Spain,10/16/15,0
Spain,10/16/15,0
Spain,10/16/15,0
Spain,10/16/15,0
United States of America,10/16/15,1
United States of America,10/16/15,0
United States of America,10/16/15,0
United States of America,10/16/15,1
Liberia,10/20/15,4806
Sierra Leone,10/20/15,3589
Sierra Leone,10/20/15,208
Sierra Leone,10/20/15,158
Guinea,10/20/15,3803
Guinea,10/20/15,453
Liberia,10/20/15,3151
Liberia,10/20/15,5636
Sierra Leone,10/20/15,8704
Sierra Leone,10/20/15,5010
Guinea,10/20/15,3347
Guinea,10/20/15,3
Liberia,10/20/15,10666
Liberia,10/20/15,1879
Sierra Leone,10/20/15,287
Sierra Leone,10/20/15,3955
Guinea,10/20/15,2535
Guinea,10/20/15,2082
Guinea,10/20/15,453
Sierra Leone,10/20/15,14001
Liberia 2,10/20/15,6
Liberia 2,10/20/15,0
Liberia 2,10/20/15,2
Liberia 2,10/20/15,6
Liberia 2,10/20/15,2
Italy,10/20/15,1
Italy,10/20/15,0
Italy,10/20/15,0
Italy,10/20/15,0
Italy,10/20/15,1
United Kingdom,10/20/15,1
United Kingdom,10/20/15,0
United Kingdom,10/20/15,0
United Kingdom,10/20/15,0
United Kingdom,10/20/15,1
Mali,10/20/15,7
Mali,10/20/15,1
Mali,10/20/15,0
Mali,10/20/15,6
Mali,10/20/15,8
Nigeria,10/20/15,19
Nigeria,10/20/15,1
Nigeria,10/20/15,0
Nigeria,10/20/15,20
Senegal,10/20/15,1
Senegal,10/20/15,0
Senegal,10/20/15,0
Senegal,10/20/15,1
Spain,10/20/15,1
Spain,10/20/15,0
Spain,10/20/15,0
Spain,10/20/15,1
United States of America,10/20/15,4
United States of America,10/20/15,0
United States of America,10/20/15,0
United States of America,10/20/15,4
Nigeria,10/20/15,7
Nigeria,10/20/15,1
Nigeria,10/20/15,0
Nigeria,10/20/15,8
Senegal,10/20/15,0
Senegal,10/20/15,0
Senegal,10/20/15,0
Senegal,10/20/15,0
Spain,10/20/15,0
Spain,10/20/15,0
Spain,10/20/15,0
Spain,10/20/15,0
United States of America,10/20/15,1
United States of America,10/20/15,0
United States of America,10/20/15,0
United States of America,10/20/15,1
Liberia,10/22/15,4806
Liberia,10/22/15,1879
Sierra Leone,10/22/15,208
Sierra Leone,10/22/15,5040
Sierra Leone,10/22/15,3955
Liberia,10/22/15,5636
Sierra Leone,10/22/15,3589
Guinea,10/22/15,3347
Sierra Leone,10/22/15,14031
Liberia,10/22/15,10666
Sierra Leone,10/22/15,158
Guinea,10/22/15,453
Sierra Leone,10/22/15,287
Liberia,10/22/15,3151
Sierra Leone,10/22/15,8704
Guinea,10/22/15,3801
Guinea,10/22/15,2535
Guinea,10/22/15,453
Guinea,10/22/15,2082
Guinea,10/22/15,1
Liberia 2,10/22/15,6
Liberia 2,10/22/15,0
Liberia 2,10/22/15,6
Liberia 2,10/22/15,2
Liberia 2,10/22/15,2
Italy,10/22/15,1
Italy,10/22/15,0
Italy,10/22/15,0
Italy,10/22/15,0
Italy,10/22/15,1
United Kingdom,10/22/15,1
United Kingdom,10/22/15,0
United Kingdom,10/22/15,0
United Kingdom,10/22/15,0
United Kingdom,10/22/15,1
Mali,10/22/15,7
Mali,10/22/15,1
Mali,10/22/15,0
Mali,10/22/15,6
Mali,10/22/15,8
Nigeria,10/22/15,19
Nigeria,10/22/15,1
Nigeria,10/22/15,0
Nigeria,10/22/15,20
Senegal,10/22/15,1
Senegal,10/22/15,0
Senegal,10/22/15,0
Senegal,10/22/15,1
Spain,10/22/15,1
Spain,10/22/15,0
Spain,10/22/15,0
Spain,10/22/15,1
United States of America,10/22/15,4
United States of America,10/22/15,0
United States of America,10/22/15,0
United States of America,10/22/15,4
Nigeria,10/22/15,7
Nigeria,10/22/15,1
Nigeria,10/22/15,0
Nigeria,10/22/15,8
Senegal,10/22/15,0
Senegal,10/22/15,0
Senegal,10/22/15,0
Senegal,10/22/15,0
Spain,10/22/15,0
Spain,10/22/15,0
Spain,10/22/15,0
Spain,10/22/15,0
United States of America,10/22/15,1
United States of America,10/22/15,0
United States of America,10/22/15,0
United States of America,10/22/15,1
Guinea,10/23/15,3347
Liberia,10/23/15,1879
Sierra Leone,10/23/15,3955
Liberia,10/23/15,10666
Guinea,10/23/15,1
Sierra Leone,10/23/15,287
Liberia,10/23/15,4806
Sierra Leone,10/23/15,208
Sierra Leone,10/23/15,158
Sierra Leone,10/23/15,3589
Guinea,10/23/15,2535
Sierra Leone,10/23/15,14038
Guinea,10/23/15,2082
Guinea,10/23/15,453
Sierra Leone,10/23/15,5047
Sierra Leone,10/23/15,8704
Guinea,10/23/15,453
Liberia,10/23/15,5636
Guinea,10/23/15,3801
Liberia,10/23/15,3151
Liberia 2,10/23/15,6
Liberia 2,10/23/15,2
Liberia 2,10/23/15,2
Liberia 2,10/23/15,0
Liberia 2,10/23/15,6
Italy,10/23/15,1
Italy,10/23/15,0
Italy,10/23/15,0
Italy,10/23/15,0
Italy,10/23/15,1
United Kingdom,10/23/15,1
United Kingdom,10/23/15,0
United Kingdom,10/23/15,0
United Kingdom,10/23/15,0
United Kingdom,10/23/15,1
Mali,10/23/15,7
Mali,10/23/15,1
Mali,10/23/15,0
Mali,10/23/15,6
Mali,10/23/15,8
Nigeria,10/23/15,19
Nigeria,10/23/15,1
Nigeria,10/23/15,0
Nigeria,10/23/15,20
Senegal,10/23/15,1
Senegal,10/23/15,0
Senegal,10/23/15,0
Senegal,10/23/15,1
Spain,10/23/15,1
Spain,10/23/15,0
Spain,10/23/15,0
Spain,10/23/15,1
United States of America,10/23/15,4
United States of America,10/23/15,0
United States of America,10/23/15,0
United States of America,10/23/15,4
Nigeria,10/23/15,7
Nigeria,10/23/15,1
Nigeria,10/23/15,0
Nigeria,10/23/15,8
Senegal,10/23/15,0
Senegal,10/23/15,0
Senegal,10/23/15,0
Senegal,10/23/15,0
Spain,10/23/15,0
Spain,10/23/15,0
Spain,10/23/15,0
Spain,10/23/15,0
United States of America,10/23/15,1
United States of America,10/23/15,0
United States of America,10/23/15,0
United States of America,10/23/15,1
Sierra Leone,10/26/15,14052
Sierra Leone,10/26/15,8704
Liberia,10/26/15,10666
Liberia,10/26/15,3151
Guinea,10/26/15,453
Sierra Leone,10/26/15,5061
Guinea,10/26/15,2535
Guinea,10/26/15,453
Liberia,10/26/15,5636
Sierra Leone,10/26/15,3589
Sierra Leone,10/26/15,158
Guinea,10/26/15,3804
Liberia,10/26/15,4806
Guinea,10/26/15,3350
Sierra Leone,10/26/15,208
Liberia,10/26/15,1879
Guinea,10/26/15,2082
Sierra Leone,10/26/15,3955
Guinea,10/26/15,1
Sierra Leone,10/26/15,287
Liberia 2,10/26/15,2
Liberia 2,10/26/15,6
Liberia 2,10/26/15,6
Liberia 2,10/26/15,2
Italy,10/26/15,1
Italy,10/26/15,0
Italy,10/26/15,0
Italy,10/26/15,0
Italy,10/26/15,1
United Kingdom,10/26/15,1
United Kingdom,10/26/15,0
United Kingdom,10/26/15,0
United Kingdom,10/26/15,0
United Kingdom,10/26/15,1
Mali,10/26/15,7
Mali,10/26/15,1
Mali,10/26/15,0
Mali,10/26/15,6
Mali,10/26/15,8
Nigeria,10/26/15,19
Nigeria,10/26/15,1
Nigeria,10/26/15,0
Nigeria,10/26/15,20
Senegal,10/26/15,1
Senegal,10/26/15,0
Senegal,10/26/15,0
Senegal,10/26/15,1
Spain,10/26/15,1
Spain,10/26/15,0
Spain,10/26/15,0
Spain,10/26/15,1
United States of America,10/26/15,4
United States of America,10/26/15,0
United States of America,10/26/15,0
United States of America,10/26/15,4
Nigeria,10/26/15,7
Nigeria,10/26/15,1
Nigeria,10/26/15,0
Nigeria,10/26/15,8
Senegal,10/26/15,0
Senegal,10/26/15,0
Senegal,10/26/15,0
Senegal,10/26/15,0
Spain,10/26/15,0
Spain,10/26/15,0
Spain,10/26/15,0
Spain,10/26/15,0
United States of America,10/26/15,1
United States of America,10/26/15,0
United States of America,10/26/15,0
United States of America,10/26/15,1
Sierra Leone,10/27/15,8704
Sierra Leone,10/27/15,3955
Liberia,10/27/15,1879
Sierra Leone,10/27/15,287
Liberia,10/27/15,10666
Sierra Leone,10/27/15,5070
Liberia,10/27/15,3151
Guinea,10/27/15,2082
Sierra Leone,10/27/15,208
Guinea,10/27/15,3
Liberia,10/27/15,4806
Sierra Leone,10/27/15,158
Guinea,10/27/15,2535
Sierra Leone,10/27/15,3589
Liberia,10/27/15,5636
Sierra Leone,10/27/15,14061
Guinea,10/27/15,453
Guinea,10/27/15,3350
Guinea,10/27/15,453
Guinea,10/27/15,3806
Liberia 2,10/27/15,2
Liberia 2,10/27/15,2
Liberia 2,10/27/15,6
Liberia 2,10/27/15,6
Italy,10/27/15,1
Italy,10/27/15,0
Italy,10/27/15,0
Italy,10/27/15,0
Italy,10/27/15,1
United Kingdom,10/27/15,1
United Kingdom,10/27/15,0
United Kingdom,10/27/15,0
United Kingdom,10/27/15,0
United Kingdom,10/27/15,1
Mali,10/27/15,7
Mali,10/27/15,1
Mali,10/27/15,0
Mali,10/27/15,6
Mali,10/27/15,8
Nigeria,10/27/15,19
Nigeria,10/27/15,1
Nigeria,10/27/15,0
Nigeria,10/27/15,20
Senegal,10/27/15,1
Senegal,10/27/15,0
Senegal,10/27/15,0
Senegal,10/27/15,1
Spain,10/27/15,1
Spain,10/27/15,0
Spain,10/27/15,0
Spain,10/27/15,1
United States of America,10/27/15,4
United States of America,10/27/15,0
United States of America,10/27/15,0
United States of America,10/27/15,4
Nigeria,10/27/15,7
Nigeria,10/27/15,1
Nigeria,10/27/15,0
Nigeria,10/27/15,8
Senegal,10/27/15,0
Senegal,10/27/15,0
Senegal,10/27/15,0
Senegal,10/27/15,0
Spain,10/27/15,0
Spain,10/27/15,0
Spain,10/27/15,0
Spain,10/27/15,0
United States of America,10/27/15,1
United States of America,10/27/15,0
United States of America,10/27/15,0
United States of America,10/27/15,1
Liberia,10/29/15,4806
Sierra Leone,10/29/15,5075
Sierra Leone,10/29/15,208
Liberia,10/29/15,1879
Sierra Leone,10/29/15,3955
Liberia,10/29/15,5636
Sierra Leone,10/29/15,3589
Sierra Leone,10/29/15,8704
Guinea,10/29/15,3808
Liberia,10/29/15,3151
Guinea,10/29/15,2536
Guinea,10/29/15,453
Guinea,10/29/15,2083
Guinea,10/29/15,5
Sierra Leone,10/29/15,14066
Guinea,10/29/15,3350
Liberia,10/29/15,10666
Sierra Leone,10/29/15,158
Guinea,10/29/15,453
Sierra Leone,10/29/15,287
Liberia 2,10/29/15,6
Liberia 2,10/29/15,2
Liberia 2,10/29/15,2
Liberia 2,10/29/15,6
Italy,10/29/15,1
Italy,10/29/15,0
Italy,10/29/15,0
Italy,10/29/15,0
Italy,10/29/15,1
United Kingdom,10/29/15,1
United Kingdom,10/29/15,0
United Kingdom,10/29/15,0
United Kingdom,10/29/15,0
United Kingdom,10/29/15,1
Mali,10/29/15,7
Mali,10/29/15,1
Mali,10/29/15,0
Mali,10/29/15,6
Mali,10/29/15,8
Nigeria,10/29/15,19
Nigeria,10/29/15,1
Nigeria,10/29/15,0
Nigeria,10/29/15,20
Senegal,10/29/15,1
Senegal,10/29/15,0
Senegal,10/29/15,0
Senegal,10/29/15,1
Spain,10/29/15,1
Spain,10/29/15,0
Spain,10/29/15,0
Spain,10/29/15,1
United States of America,10/29/15,4
United States of America,10/29/15,0
United States of America,10/29/15,0
United States of America,10/29/15,4
Nigeria,10/29/15,7
Nigeria,10/29/15,1
Nigeria,10/29/15,0
Nigeria,10/29/15,8
Senegal,10/29/15,0
Senegal,10/29/15,0
Senegal,10/29/15,0
Senegal,10/29/15,0
Spain,10/29/15,0
Spain,10/29/15,0
Spain,10/29/15,0
Spain,10/29/15,0
United States of America,10/29/15,1
United States of America,10/29/15,0
United States of America,10/29/15,0
United States of America,10/29/15,1
Sierra Leone,10/30/15,208
Sierra Leone,10/30/15,158
Sierra Leone,10/30/15,3589
Liberia,10/30/15,4806
Sierra Leone,10/30/15,5076
Sierra Leone,10/30/15,8704
Guinea,10/30/15,453
Liberia,10/30/15,5636
Guinea,10/30/15,3808
Liberia,10/30/15,3151
Sierra Leone,10/30/15,14067
Guinea,10/30/15,3350
Liberia,10/30/15,1879
Liberia,10/30/15,10666
Sierra Leone,10/30/15,3955
Guinea,10/30/15,5
Sierra Leone,10/30/15,287
Guinea,10/30/15,2536
Guinea,10/30/15,2083
Guinea,10/30/15,453
Liberia 2,10/30/15,6
Liberia 2,10/30/15,6
Liberia 2,10/30/15,2
Liberia 2,10/30/15,2
Italy,10/30/15,1
Italy,10/30/15,0
Italy,10/30/15,0
Italy,10/30/15,0
Italy,10/30/15,1
United Kingdom,10/30/15,1
United Kingdom,10/30/15,0
United Kingdom,10/30/15,0
United Kingdom,10/30/15,0
United Kingdom,10/30/15,1
Mali,10/30/15,7
Mali,10/30/15,1
Mali,10/30/15,0
Mali,10/30/15,6
Mali,10/30/15,8
Nigeria,10/30/15,19
Nigeria,10/30/15,1
Nigeria,10/30/15,0
Nigeria,10/30/15,20
Senegal,10/30/15,1
Senegal,10/30/15,0
Senegal,10/30/15,0
Senegal,10/30/15,1
Spain,10/30/15,1
Spain,10/30/15,0
Spain,10/30/15,0
Spain,10/30/15,1
United States of America,10/30/15,4
United States of America,10/30/15,0
United States of America,10/30/15,0
United States of America,10/30/15,4
Nigeria,10/30/15,7
Nigeria,10/30/15,1
Nigeria,10/30/15,0
Nigeria,10/30/15,8
Senegal,10/30/15,0
Senegal,10/30/15,0
Senegal,10/30/15,0
Senegal,10/30/15,0
Spain,10/30/15,0
Spain,10/30/15,0
Spain,10/30/15,0
Spain,10/30/15,0
United States of America,10/30/15,1
United States of America,10/30/15,0
United States of America,10/30/15,0
United States of America,10/30/15,1
Sierra Leone,11/3/15,208
Guinea,11/3/15,2083
Sierra Leone,11/3/15,3955
Guinea,11/3/15,6
Liberia,11/3/15,4806
Guinea,11/3/15,2536
Liberia,11/3/15,5636
Sierra Leone,11/3/15,158
Guinea,11/3/15,453
Sierra Leone,11/3/15,3589
Guinea,11/3/15,3351
Guinea,11/3/15,453
Guinea,11/3/15,3810
Sierra Leone,11/3/15,14089
Liberia,11/3/15,1879
Sierra Leone,11/3/15,5098
Sierra Leone,11/3/15,8704
Liberia,11/3/15,10666
Sierra Leone,11/3/15,287
Liberia,11/3/15,3151
Liberia 2,11/3/15,2
Liberia 2,11/3/15,2
Liberia 2,11/3/15,6
Liberia 2,11/3/15,6
Italy,11/3/15,1
Italy,11/3/15,0
Italy,11/3/15,0
Italy,11/3/15,0
Italy,11/3/15,1
United Kingdom,11/3/15,1
United Kingdom,11/3/15,0
United Kingdom,11/3/15,0
United Kingdom,11/3/15,0
United Kingdom,11/3/15,1
Mali,11/3/15,7
Mali,11/3/15,1
Mali,11/3/15,0
Mali,11/3/15,6
Mali,11/3/15,8
Nigeria,11/3/15,19
Nigeria,11/3/15,1
Nigeria,11/3/15,0
Nigeria,11/3/15,20
Senegal,11/3/15,1
Senegal,11/3/15,0
Senegal,11/3/15,0
Senegal,11/3/15,1
Spain,11/3/15,1
Spain,11/3/15,0
Spain,11/3/15,0
Spain,11/3/15,1
United States of America,11/3/15,4
United States of America,11/3/15,0
United States of America,11/3/15,0
United States of America,11/3/15,4
Nigeria,11/3/15,7
Nigeria,11/3/15,1
Nigeria,11/3/15,0
Nigeria,11/3/15,8
Senegal,11/3/15,0
Senegal,11/3/15,0
Senegal,11/3/15,0
Senegal,11/3/15,0
Spain,11/3/15,0
Spain,11/3/15,0
Spain,11/3/15,0
Spain,11/3/15,0
United States of America,11/3/15,1
United States of America,11/3/15,0
United States of America,11/3/15,0
United States of America,11/3/15,1
Guinea,11/5/15,2083
Guinea,11/5/15,453
Sierra Leone,11/5/15,14104
Guinea,11/5/15,2536
Guinea,11/5/15,453
Sierra Leone,11/5/15,8704
Liberia,11/5/15,5636
Guinea,11/5/15,3805
Liberia,11/5/15,3151
Sierra Leone,11/5/15,5113
Sierra Leone,11/5/15,3955
Liberia,11/5/15,10666
Guinea,11/5/15,1
Sierra Leone,11/5/15,287
Guinea,11/5/15,3351
Liberia,11/5/15,1879
Sierra Leone,11/5/15,158
Sierra Leone,11/5/15,3589
Liberia,11/5/15,4806
Sierra Leone,11/5/15,208
Liberia 2,11/5/15,2
Liberia 2,11/5/15,2
Liberia 2,11/5/15,6
Liberia 2,11/5/15,6
Italy,11/5/15,1
Italy,11/5/15,0
Italy,11/5/15,0
Italy,11/5/15,0
Italy,11/5/15,1
United Kingdom,11/5/15,1
United Kingdom,11/5/15,0
United Kingdom,11/5/15,0
United Kingdom,11/5/15,0
United Kingdom,11/5/15,1
Mali,11/5/15,7
Mali,11/5/15,1
Mali,11/5/15,0
Mali,11/5/15,6
Mali,11/5/15,8
Nigeria,11/5/15,19
Nigeria,11/5/15,1
Nigeria,11/5/15,0
Nigeria,11/5/15,20
Senegal,11/5/15,1
Senegal,11/5/15,0
Senegal,11/5/15,0
Senegal,11/5/15,1
Spain,11/5/15,1
Spain,11/5/15,0
Spain,11/5/15,0
Spain,11/5/15,1
United States of America,11/5/15,4
United States of America,11/5/15,0
United States of America,11/5/15,0
United States of America,11/5/15,4
Nigeria,11/5/15,7
Nigeria,11/5/15,1
Nigeria,11/5/15,0
Nigeria,11/5/15,8
Senegal,11/5/15,0
Senegal,11/5/15,0
Senegal,11/5/15,0
Senegal,11/5/15,0
Spain,11/5/15,0
Spain,11/5/15,0
Spain,11/5/15,0
Spain,11/5/15,0
United States of America,11/5/15,1
United States of America,11/5/15,0
United States of America,11/5/15,0
United States of America,11/5/15,1
Sierra Leone,11/6/15,8704
Liberia,11/6/15,10666
Liberia,11/6/15,3151
Guinea,11/6/15,453
Sierra Leone,11/6/15,287
Sierra Leone,11/6/15,14109
Sierra Leone,11/6/15,158
Guinea,11/6/15,3805
Guinea,11/6/15,3351
Guinea,11/6/15,2083
Sierra Leone,11/6/15,3955
Guinea,11/6/15,1
Liberia,11/6/15,4806
Liberia,11/6/15,1879
Sierra Leone,11/6/15,208
Guinea,11/6/15,453
Liberia,11/6/15,5636
Sierra Leone,11/6/15,3589
Guinea,11/6/15,2536
Sierra Leone,11/6/15,5118
Liberia 2,11/6/15,6
Liberia 2,11/6/15,6
Liberia 2,11/6/15,2
Liberia 2,11/6/15,2
Italy,11/6/15,1
Italy,11/6/15,0
Italy,11/6/15,0
Italy,11/6/15,0
Italy,11/6/15,1
United Kingdom,11/6/15,1
United Kingdom,11/6/15,0
United Kingdom,11/6/15,0
United Kingdom,11/6/15,0
United Kingdom,11/6/15,1
Mali,11/6/15,7
Mali,11/6/15,1
Mali,11/6/15,0
Mali,11/6/15,6
Mali,11/6/15,8
Nigeria,11/6/15,19
Nigeria,11/6/15,1
Nigeria,11/6/15,0
Nigeria,11/6/15,20
Senegal,11/6/15,1
Senegal,11/6/15,0
Senegal,11/6/15,0
Senegal,11/6/15,1
Spain,11/6/15,1
Spain,11/6/15,0
Spain,11/6/15,0
Spain,11/6/15,1
United States of America,11/6/15,4
United States of America,11/6/15,0
United States of America,11/6/15,0
United States of America,11/6/15,4
Nigeria,11/6/15,7
Nigeria,11/6/15,1
Nigeria,11/6/15,0
Nigeria,11/6/15,8
Senegal,11/6/15,0
Senegal,11/6/15,0
Senegal,11/6/15,0
Senegal,11/6/15,0
Spain,11/6/15,0
Spain,11/6/15,0
Spain,11/6/15,0
Spain,11/6/15,0
United States of America,11/6/15,1
United States of America,11/6/15,0
United States of America,11/6/15,0
United States of America,11/6/15,1
Sierra Leone,11/10/15,158
Liberia,11/10/15,10666
Guinea,11/10/15,453
Sierra Leone,11/10/15,14122
Liberia,11/10/15,5636
Sierra Leone,11/10/15,3955
Sierra Leone,11/10/15,287
Sierra Leone,11/10/15,3589
Liberia,11/10/15,4806
Liberia,11/10/15,3151
Sierra Leone,11/10/15,5131
Liberia,11/10/15,1879
Sierra Leone,11/10/15,8704
Guinea,11/10/15,2083
Guinea,11/10/15,3805
Sierra Leone,11/10/15,208
Guinea,11/10/15,453
Guinea,11/10/15,1
Guinea,11/10/15,3351
Guinea,11/10/15,2536
Liberia 2,11/10/15,6
Liberia 2,11/10/15,6
Liberia 2,11/10/15,2
Liberia 2,11/10/15,2
Italy,11/10/15,1
Italy,11/10/15,0
Italy,11/10/15,0
Italy,11/10/15,0
Italy,11/10/15,1
United Kingdom,11/10/15,1
United Kingdom,11/10/15,0
United Kingdom,11/10/15,0
United Kingdom,11/10/15,0
United Kingdom,11/10/15,1
Mali,11/10/15,7
Mali,11/10/15,1
Mali,11/10/15,0
